root_id,type,family,subsystem,category,side
720575940604813280,Sm02,Serpentine Medulla,Color,intrinsic,left
720575940604814252,Pm11,Proximal Medulla,Object,intrinsic,left
720575940604814816,Tlp4,Translobula Plate,Motion,intrinsic,right
720575940604815462,LPTe01,LPT,,boundary,left
720575940604818092,T4b,T4 Neuron,Motion,intrinsic,right
720575940604818144,Tm4,Transmedullary,OFF,intrinsic,right
720575940604820140,Y3,Y Neuron,Object,intrinsic,right
720575940604821937,Pm01,Proximal Medulla,Object,intrinsic,left
720575940604825824,Tm21,Transmedullary,Object,intrinsic,right
720575940604826592,Dm8a,Distal Medulla,Color,intrinsic,left
720575940604827825,Y3,Y Neuron,Object,intrinsic,left
720575940604828128,T4a,T4 Neuron,Motion,intrinsic,left
720575940604828849,T4a,T4 Neuron,Motion,intrinsic,right
720575940604829152,Tm4,Transmedullary,OFF,intrinsic,right
720575940604830129,T5a,T5 Neuron,Motion,intrinsic,left
720575940604830432,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940604831456,T4a,T4 Neuron,Motion,intrinsic,right
720575940604834494,LC17,LC,,boundary,left
720575940604835756,T4b,T4 Neuron,Motion,intrinsic,right
720575940604836012,T4a,T4 Neuron,Motion,intrinsic,right
720575940604837344,Tm20,Transmedullary,Color,intrinsic,right
720575940604839084,Tm1,Transmedullary,OFF,intrinsic,right
720575940604843697,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940604847584,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940604851936,Dm10,Distal Medulla,Luminance,intrinsic,right
720575940604853538,T3,T3 Neuron,Object,intrinsic,left
720575940604867500,T2,T2 Neuron,Object,intrinsic,right
720575940604870316,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940604872224,Tm5c,Transmedullary,Color,intrinsic,left
720575940604872416,Tm9,Transmedullary,Motion,intrinsic,right
720575940604875744,T5b,T5 Neuron,Motion,intrinsic,right
720575940604877024,MLt4,Medulla Lobula Tangential,Object,intrinsic,left
720575940604880608,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940604880864,T1,T1 Neuron,OFF,intrinsic,left
720575940604885350,Tm1,Transmedullary,OFF,intrinsic,right
720575940604885728,T2a,T2 Neuron,Object,intrinsic,left
720575940604885792,MeTu1,MeTu,,boundary,right
720575940604887986,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940604889056,T4a,T4 Neuron,Motion,intrinsic,left
720575940604889376,LLPC2,LLPC,,boundary,right
720575940604889568,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940604891680,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940604892640,Tm20,Transmedullary,Color,intrinsic,right
720575940604893868,LLPC1,LLPC,,boundary,right
720575940604894432,Sm06,Serpentine Medulla,Color,intrinsic,right
720575940604894688,T5a,T5 Neuron,Motion,intrinsic,left
720575940604895148,Tm1,Transmedullary,OFF,intrinsic,right
720575940604896684,TmY31,Transmedullary Y,Color,intrinsic,right
720575940604897248,Tm3,Transmedullary,ON,intrinsic,right
720575940604898150,TmY14,Transmedullary Y,Object,intrinsic,left
720575940604898662,T4c,T4 Neuron,Motion,intrinsic,right
720575940604899040,Tm27,Transmedullary,Object,intrinsic,left
720575940604900832,T5c,T5 Neuron,Motion,intrinsic,right
720575940604902921,T4d,T4 Neuron,Motion,intrinsic,right
720575940604903298,LC17,LC,,boundary,left
720575940604904160,T2a,T2 Neuron,Object,intrinsic,left
720575940604907710,LC15,LC,,boundary,left
720575940604908716,T2,T2 Neuron,Object,intrinsic,right
720575940604909246,Tm3,Transmedullary,ON,intrinsic,left
720575940604910508,L2,Lamina Monopolar,OFF,intrinsic,right
720575940604912608,T5c,T5 Neuron,Motion,intrinsic,left
720575940604914534,Dm15,Distal Medulla,OFF,intrinsic,left
720575940604916704,T2a,T2 Neuron,Object,intrinsic,left
720575940604922982,LC9,LC,,boundary,left
720575940604923616,T3,T3 Neuron,Object,intrinsic,right
720575940604924896,T2a,T2 Neuron,Object,intrinsic,left
720575940604927456,Tm5f,Transmedullary,Color,intrinsic,left
720575940604927968,TmY3,Transmedullary Y,Object,intrinsic,left
720575940604929894,LLPC3,LLPC,,boundary,left
720575940604931686,T2a,T2 Neuron,Object,intrinsic,left
720575940604931908,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940604932017,LC22,LC,,boundary,right
720575940604933344,LT55,LT,,boundary,"left,right"
720575940604934980,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940604935089,LC10e,LC,,boundary,right
720575940604936364,C3,Centrifugal,ON,intrinsic,left
720575940604940716,L2,Lamina Monopolar,OFF,intrinsic,left
720575940604940768,Tm3,Transmedullary,ON,intrinsic,left
720575940604941024,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940604942048,T2a,T2 Neuron,Object,intrinsic,left
720575940604942816,Dm15,Distal Medulla,OFF,intrinsic,left
720575940604943394,T4b,T4 Neuron,Motion,intrinsic,left
720575940604943906,T4c,T4 Neuron,Motion,intrinsic,left
720575940604946720,T4d,T4 Neuron,Motion,intrinsic,right
720575940604947558,MeTu4a,MeTu,,boundary,left
720575940604947657,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940604947680,L5,Lamina Monopolar,ON,intrinsic,right
720575940604949472,TmY3,Transmedullary Y,Object,intrinsic,left
720575940604949705,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940604951840,T4c,T4 Neuron,Motion,intrinsic,left
720575940604952544,T2a,T2 Neuron,Object,intrinsic,right
720575940604957216,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940604957920,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940604957984,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940604958688,L5,Lamina Monopolar,ON,intrinsic,right
720575940604959712,T4b,T4 Neuron,Motion,intrinsic,left
720575940604960992,L4,Lamina Monopolar,OFF,intrinsic,right
720575940604962220,T5b,T5 Neuron,Motion,intrinsic,left
720575940604962528,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940604963552,L2,Lamina Monopolar,OFF,intrinsic,left
720575940604964576,L5,Lamina Monopolar,ON,intrinsic,right
720575940604965548,T5a,T5 Neuron,Motion,intrinsic,left
720575940604965600,Y1,Y Neuron,Motion,intrinsic,right
720575940604968108,T3,T3 Neuron,Object,intrinsic,right
720575940604968876,Dm8a,Distal Medulla,Color,intrinsic,left
720575940604970976,Dm15,Distal Medulla,OFF,intrinsic,right
720575940604971488,Tm5b,Transmedullary,Color,intrinsic,left
720575940604973536,T2,T2 Neuron,Object,intrinsic,left
720575940604973792,Tm25,Transmedullary,Object,intrinsic,left
720575940604973856,T3,T3 Neuron,Object,intrinsic,right
720575940604974304,T2a,T2 Neuron,Object,intrinsic,left
720575940604979116,T5a,T5 Neuron,Motion,intrinsic,left
720575940604979680,Y4,Y Neuron,Object,intrinsic,right
720575940604983398,T4c,T4 Neuron,Motion,intrinsic,right
720575940604984800,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940604986592,Mi10,Medulla Intrinsic,Color,intrinsic,right
720575940604990124,Tm27,Transmedullary,Object,intrinsic,right
720575940604991660,Tm37,Transmedullary,Color,intrinsic,right
720575940604992457,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940604992480,L2,Lamina Monopolar,OFF,intrinsic,left
720575940604993708,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940604993760,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940604994272,Tm2,Transmedullary,OFF,intrinsic,left
720575940604994336,uncertain,,,boundary,left
720575940604994476,T3,T3 Neuron,Object,intrinsic,left
720575940604996524,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940605000928,TmY20,Transmedullary Y,Motion,intrinsic,left
720575940605001184,LLPC3,LLPC,,boundary,left
720575940605001696,T2,T2 Neuron,Object,intrinsic,left
720575940605002720,L5,Lamina Monopolar,ON,intrinsic,right
720575940605005280,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940605007550,LC15,LC,,boundary,left
720575940605009632,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940605010609,LC17,LC,,boundary,left
720575940605010633,Li17,Lobula Intrinsic,Object,intrinsic,right
720575940605012140,T5d,T5 Neuron,Motion,intrinsic,left
720575940605015776,L5,Lamina Monopolar,ON,intrinsic,left
720575940605016288,Tm33,Transmedullary,Color,intrinsic,left
720575940605016777,LC12,LC,,boundary,right
720575940605017260,Tm9,Transmedullary,Motion,intrinsic,right
720575940605017312,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940605018540,T4c,T4 Neuron,Motion,intrinsic,left
720575940605020337,LC9,LC,,boundary,right
720575940605022176,Mi4,Medulla Intrinsic,Color,intrinsic,left
720575940605024386,LC31a,LC,,boundary,left
720575940605026784,Tm20,Transmedullary,Color,intrinsic,right
720575940605028198,Li15,Lobula Intrinsic,Object,intrinsic,right
720575940605028320,T2,T2 Neuron,Object,intrinsic,right
720575940605028809,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940605029088,Mi10,Medulla Intrinsic,Color,intrinsic,right
720575940605029856,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940605032108,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940605032364,L1,Lamina Monopolar,ON,intrinsic,right
720575940605033644,T4a,T4 Neuron,Motion,intrinsic,left
720575940605034161,Tm9,Transmedullary,Motion,intrinsic,right
720575940605038182,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940605039648,Tm25,Transmedullary,Object,intrinsic,left
720575940605041888,Sm16,Serpentine Medulla,Color,intrinsic,left
720575940605041952,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940605042609,LLPC1,LLPC,,boundary,right
720575940605042656,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940605046188,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940605047742,LPC1,LPC,,boundary,left
720575940605047753,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940605051052,T5b,T5 Neuron,Motion,intrinsic,right
720575940605053408,Dm3q,Distal Medulla,Form,intrinsic,left
720575940605055660,T4a,T4 Neuron,Motion,intrinsic,right
720575940605055916,Tm37,Transmedullary,Color,intrinsic,right
720575940605056684,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940605061036,TmY11,Transmedullary Y,Color,intrinsic,left
720575940605062334,Dm3q,Distal Medulla,Form,intrinsic,left
720575940605062601,Tm5b,Transmedullary,Color,intrinsic,right
720575940605064364,L2,Lamina Monopolar,OFF,intrinsic,left
720575940605072300,T3,T3 Neuron,Object,intrinsic,right
720575940605072742,LC10a,LC,,boundary,left
720575940605073324,Tm9,Transmedullary,Motion,intrinsic,left
720575940605073376,T5a,T5 Neuron,Motion,intrinsic,left
720575940605073632,Tm5b,Transmedullary,Color,intrinsic,left
720575940605074144,C2,Centrifugal,ON,intrinsic,right
720575940605076140,Dm3v,Distal Medulla,Form,intrinsic,right
720575940605076158,TmY14,Transmedullary Y,Object,intrinsic,right
720575940605077193,T2a,T2 Neuron,Object,intrinsic,right
720575940605079724,TmY9q,Transmedullary Y,Form,intrinsic,right
720575940605084774,T5b,T5 Neuron,Motion,intrinsic,right
720575940605087404,T4b,T4 Neuron,Motion,intrinsic,left
720575940605087520,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940605089964,T5d,T5 Neuron,Motion,intrinsic,left
720575940605091104,L2,Lamina Monopolar,OFF,intrinsic,right
720575940605092700,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940605096550,T5b,T5 Neuron,Motion,intrinsic,right
720575940605097132,Tm2,Transmedullary,OFF,intrinsic,right
720575940605097929,L4,Lamina Monopolar,OFF,intrinsic,left
720575940605098976,L4,Lamina Monopolar,OFF,intrinsic,left
720575940605103806,Tm3,Transmedullary,ON,intrinsic,right
720575940605105580,TmY20,Transmedullary Y,Motion,intrinsic,right
720575940605106110,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940605109984,Sm02,Serpentine Medulla,Color,intrinsic,left
720575940605111230,T3,T3 Neuron,Object,intrinsic,right
720575940605111980,L4,Lamina Monopolar,OFF,intrinsic,left
720575940605112288,C2,Centrifugal,ON,intrinsic,left
720575940605113056,T5b,T5 Neuron,Motion,intrinsic,left
720575940605113772,T3,T3 Neuron,Object,intrinsic,left
720575940605114046,LC10e,LC,,boundary,left
720575940605114796,Mi2,Medulla Intrinsic,Object,intrinsic,right
720575940605114848,L5,Lamina Monopolar,ON,intrinsic,left
720575940605115360,Mi15,Medulla Intrinsic,Luminance,intrinsic,left
720575940605115936,Tlp4,Translobula Plate,Motion,intrinsic,right
720575940605116640,L4,Lamina Monopolar,OFF,intrinsic,right
720575940605116849,T1,T1 Neuron,OFF,intrinsic,left
720575940605118892,Tm27,Transmedullary,Object,intrinsic,left
720575940605121452,T5a,T5 Neuron,Motion,intrinsic,left
720575940605122016,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940605123701,Dm3p,Distal Medulla,Form,intrinsic,right
720575940605128364,Dm3p,Distal Medulla,Form,intrinsic,right
720575940605128550,Tm9,Transmedullary,Motion,intrinsic,right
720575940605128876,Tm21,Transmedullary,Object,intrinsic,right
720575940605130668,T4d,T4 Neuron,Motion,intrinsic,left
720575940605132972,C2,Centrifugal,ON,intrinsic,left
720575940605135532,T4b,T4 Neuron,Motion,intrinsic,right
720575940605138092,TmY9q,Transmedullary Y,Form,intrinsic,left
720575940605138860,Dm3p,Distal Medulla,Form,intrinsic,right
720575940605139116,T4c,T4 Neuron,Motion,intrinsic,right
720575940605140070,TmY4,Transmedullary Y,Form,intrinsic,right
720575940605140396,T5d,T5 Neuron,Motion,intrinsic,left
720575940605142118,L5,Lamina Monopolar,ON,intrinsic,right
720575940605143724,T5c,T5 Neuron,Motion,intrinsic,left
720575940605145004,Dm2,Distal Medulla,Luminance,intrinsic,right
720575940605145516,T3,T3 Neuron,Object,intrinsic,left
720575940605147057,Tm2,Transmedullary,OFF,intrinsic,right
720575940605149118,Li05,Lobula Intrinsic,Color,intrinsic,right
720575940605151456,Sm02,Serpentine Medulla,Color,intrinsic,right
720575940605151916,L5,Lamina Monopolar,ON,intrinsic,left
720575940605152177,Tm1,Transmedullary,OFF,intrinsic,right
720575940605153196,C3,Centrifugal,ON,intrinsic,left
720575940605153708,L1,Lamina Monopolar,ON,intrinsic,right
720575940605156064,Dm3q,Distal Medulla,Form,intrinsic,right
720575940605157856,Tm27,Transmedullary,Object,intrinsic,right
720575940605157990,Tm3,Transmedullary,ON,intrinsic,right
720575940605160550,R1-6,Photo Receptors,Photoreceptors,intrinsic,right
720575940605162668,L2,Lamina Monopolar,OFF,intrinsic,right
720575940605162720,Mi9,Medulla Intrinsic,Luminance,intrinsic,left
720575940605163198,Mi13,Medulla Intrinsic,OFF,intrinsic,left
720575940605164460,T4b,T4 Neuron,Motion,intrinsic,left
720575940605165024,Tm27,Transmedullary,Object,intrinsic,left
720575940605165228,C3,Centrifugal,ON,intrinsic,left
720575940605167276,T2a,T2 Neuron,Object,intrinsic,left
720575940605169580,L2,Lamina Monopolar,OFF,intrinsic,right
720575940605169836,T2a,T2 Neuron,Object,intrinsic,left
720575940605173705,LC17,LC,,boundary,left
720575940605174188,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940605174304,C3,Centrifugal,ON,intrinsic,right
720575940605174700,T5c,T5 Neuron,Motion,intrinsic,right
720575940605177033,MeTu3c,MeTu,,boundary,left
720575940605178558,MTe54,MT,,boundary,right
720575940605179360,R7,Photo Receptors,Photoreceptors,intrinsic,right
720575940605179849,Tm1,Transmedullary,OFF,intrinsic,right
720575940605180844,T4c,T4 Neuron,Motion,intrinsic,right
720575940605181152,T4d,T4 Neuron,Motion,intrinsic,right
720575940605182432,T3,T3 Neuron,Object,intrinsic,left
720575940605183404,Tm21,Transmedullary,Object,intrinsic,left
720575940605183660,L5,Lamina Monopolar,ON,intrinsic,left
720575940605184958,aMe5,aMe,,boundary,left
720575940605185964,Tm21,Transmedullary,Object,intrinsic,right
720575940605186225,Mi9,Medulla Intrinsic,Luminance,intrinsic,right
720575940605188268,Dm3p,Distal Medulla,Form,intrinsic,left
720575940605188576,Tm5e,Transmedullary,Color,intrinsic,left
720575940605190624,C3,Centrifugal,ON,intrinsic,right
720575940605191340,Tm9,Transmedullary,Motion,intrinsic,right
720575940605191526,Tlp4,Translobula Plate,Motion,intrinsic,left
720575940605192284,Dm2,Distal Medulla,Luminance,intrinsic,left
720575940605193696,C3,Centrifugal,ON,intrinsic,left
720575940605194016,Tm35,Transmedullary,Color,intrinsic,right
720575940605197740,L3,Lamina Monopolar,Luminance,intrinsic,left
720575940605199038,Li06,Lobula Intrinsic,Color,intrinsic,right
720575940605199584,Mi14,Medulla Intrinsic,Object,intrinsic,right
720575940605200486,TmY5a,Transmedullary Y,Object,intrinsic,right
720575940605204140,Tm27,Transmedullary,Object,intrinsic,right
720575940605204960,T4d,T4 Neuron,Motion,intrinsic,left
720575940605206752,T4c,T4 Neuron,Motion,intrinsic,right
720575940605209056,TmY14,Transmedullary Y,Object,intrinsic,right
720575940605211872,Tm7,Transmedullary,Color,intrinsic,left
720575940605212640,Tm20,Transmedullary,Color,intrinsic,left
720575940605215665,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940605219552,Tm21,Transmedullary,Object,intrinsic,left
720575940605220542,Tm36,Transmedullary,Color,intrinsic,right
720575940605223340,Tm4,Transmedullary,OFF,intrinsic,right
720575940605224416,L5,Lamina Monopolar,ON,intrinsic,right
720575940605224672,T4a,T4 Neuron,Motion,intrinsic,left
720575940605225900,Tm20,Transmedullary,Color,intrinsic,right
720575940605225952,C2,Centrifugal,ON,intrinsic,left
720575940605226156,Lawf2,Lamina Wide Field,ON,intrinsic,left
720575940605227232,Sm08,Serpentine Medulla,Color,intrinsic,left
720575940605237932,Sm06,Serpentine Medulla,Color,intrinsic,left
720575940605238048,Tlp4,Translobula Plate,Motion,intrinsic,right
720575940605238206,cM12,cM,,boundary,right
720575940605238705,T5b,T5 Neuron,Motion,intrinsic,right
720575940605240544,T1,T1 Neuron,OFF,intrinsic,right
720575940605241516,T4d,T4 Neuron,Motion,intrinsic,right
720575940605242242,LC16,LC,,boundary,right
720575940605243424,Mi1,Medulla Intrinsic,ON,intrinsic,left
720575940605244960,Tm25,Transmedullary,Object,intrinsic,right
720575940605245984,TmY31,Transmedullary Y,Color,intrinsic,left
720575940605251756,Mi4,Medulla Intrinsic,Color,intrinsic,right
720575940605252064,MLt4,Medulla Lobula Tangential,Object,intrinsic,right
720575940605254846,Mi15,Medulla Intrinsic,Luminance,intrinsic,right
720575940605254880,L4,Lamina Monopolar,OFF,intrinsic,right
720575940605255270,Tm1,Transmedullary,OFF,intrinsic,left
720575940605258668,Tm4,Transmedullary,OFF,intrinsic,right
720575940605262880,Mi1,Medulla Intrinsic,ON,intrinsic,right
720575940605265120,R1-6,Photo Receptors,Photoreceptors,intrinsic,left
720575940605266818,Li13,Lobula Intrinsic,Color,intrinsic,left
720575940605267372,Mi13,Medulla Intrinsic,OFF,intrinsic,right
720575940605268140,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940605269094,Tm7,Transmedullary,Color,intrinsic,left
720575940605270816,T3,T3 Neuron,Object,intrinsic,right
720575940605271468,TmY3,Transmedullary Y,Object,intrinsic,left
720575940605273772,L3,Lamina Monopolar,Luminance,intrinsic,right
720575940605274470,Li08,Lobula Intrinsic,Color,intrinsic,left
720575940605276518,TmY5a,Transmedullary Y,Object,intrinsic,left
720575940605278380,Sm08,Serpentine Medulla,Color,intrinsic,left
720575940605278386,MeTu2a,MeTu,,boundary,right
720575940605278636,Tm21,Transmedullary,Object,intrinsic,right
720575940605279008,TmY31,Transmedullary Y,Color,intrinsic,right
720575940605279660,Tm2,Transmedullary,OFF,intrinsic,left
